31.47,-109.6,-0.9708
31.35,-109.58,-0.9639
34.35,-111.95,-1.443
32.73,-109.1,-1.0942
33.33,-109.48,-1.4395
33.35,-109.48,-1.456
33.6,-114.53,-0.6607
33.58,-114.42,-0.6707
31.68,-110.53,-1.0766
32.75,-111.55,-1.0643
31.72,-110.18,-1.0372
33.43,-111.73,-1.0197
35.15,-111.73,-0.6793
33.03,-111.38,-1.1133
34.15,-110.1,-0.7472
35.75,-109.08,-0.2014
32.62,-109.95,-1.1319
31.57,-110.33,-1.0453
33.02,-110,-1.211
35.27,-111.73,-0.5365
34.42,-111.57,-1.573
33.6,-111.72,-1.0677
36.95,-112.53,-0.0541
33.33,-109.18,-1.43
35.72,-109.55,-0.2088
32.95,-112.72,-0.8274
32.88,-112.72,-0.8211
34.12,-111.28,-1.5446
33.38,-110.8,-0.9139
33.38,-110.77,-0.7537
33.38,-112.07,-0.9491
36.05,-112.13,-0.731
36.05,-112.12,-0.7296
36.05,-112.15,-0.6862
33.52,-111.7,-1.05
33.2,-109.38,-1.337
34.03,-109.47,-0.9998
33.5,-112.48,-0.9203
34.48,-112.45,-0.7743
33.52,-113.15,-0.8304
33.98,-109.75,-0.7371
34.42,-110.57,-1.0239
31.92,-111.08,-1.1191
31.87,-110.78,-1.1232
34.47,-112.87,-1.3318
34.9,-110.17,-0.9039
33.98,-111.72,-1.2938
36.1,-112.1,-0.6281
33.62,-110.93,-1.3971
34.4,-111.62,-1.5507
36.72,-112.22,-0.1133
35.77,-110.13,0.1023
34.75,-112.12,-0.7577
34.97,-111.75,-0.6653
36.6,-111.08,-1.04
36.73,-110.27,-0.1261
35.82,-110.2,0.2287
33.05,-110.9,-1.2818
33.1,-110.97,-1.2812
35.22,-114,-0.8241
35.2,-114.02,-0.8137
31.97,-111.6,-1.0577
35.55,-109.7,-0.5947
32.83,-110.33,-1.1805
33.27,-113.87,-0.6663
34.17,-109.98,-0.973
33.33,-112.15,-0.9366
36.87,-111.6,-0.5397
31.6,-109.57,-0.9823
35.28,-110.97,-0.8468
33.5,-112.37,-0.9306
36.42,-109.23,-0.181
36.35,-109.62,0.0632
33.12,-112.03,-0.9499
33.05,-112.05,-0.9504
33.6,-112.28,-0.9569
33.75,-109.55,-1.0151
34.07,-109.85,-1.1328
33.42,-111.8,-1.0002
33.4,-110.88,-1.3507
32.73,-113.75,-0.6191
34.62,-111.83,-1.1196
36.98,-110.1,-1.5164
33.55,-111.45,-1.1693
32.42,-110.72,-1.1988
36.42,-113.3,-0.6795
34.93,-111.63,-0.965
34.32,-111.45,-0.6627
35.13,-109.53,-0.6311
32.12,-110.68,-1.1568
31.35,-110.92,-1.0634
31.33,-110.95,-1.0602
31.35,-110.93,-1.0625
32.6,-110.78,-0.9021
32.57,-110.72,-1.2189
35.87,-110.62,-0.8309
31.93,-112.78,-0.8528
36.92,-111.45,-0.3961
31.88,-109.2,-0.5197
35.07,-109.77,-0.5306
33.55,-111.97,-0.9878
34.22,-114.22,-0.8112
31.55,-110.75,-1.082
34.4,-111.27,-0.6569
34.23,-111.33,-0.8635
35.53,-113.42,-0.8161
31.92,-109.87,-1.0351
34.8,-109.87,-1.5519
33.5,-112.07,-0.9621
33.43,-112.03,-0.9584
33.47,-112.07,-0.9582
32.87,-111.47,-1.0796
35.88,-114.08,-0.26
33.35,-110.98,-1.3276
34.3,-110.25,-1.2818
34.12,-109.93,-1.1421
34.12,-109.92,-0.9564
36.87,-112.73,-0.018
32.05,-112.32,-0.8537
34.1,-110.93,-1.2099
31.9,-109.17,-0.1878
34.57,-112.43,-0.9042
34.65,-112.43,-0.8605
33.87,-111.32,-1.3835
33.67,-114.23,-0.7105
32.43,-110.48,-1.1731
32.5,-111.37,-1.1151
34.65,-111.73,-1.5874
33.67,-111.15,-1.3556
31.47,-111.23,-1.0362
31.5,-111.28,-1.0343
31.75,-109.37,-0.9979
32.3,-110.82,-1.1843
33.07,-111.75,-0.9997
32.83,-109.72,-1.1577
32.82,-109.68,-1.153
31.98,-110.98,-1.1382
34.52,-109.38,-0.3218
31.85,-110,-1.0346
33.77,-113.65,-0.816
33.73,-113.53,-0.8265
33.8,-110.5,-1.5815
33.35,-110.45,-1.31
33.18,-110.53,-0.803
35.2,-109.4,-0.4712
35.17,-109.17,-0.2055
32.62,-110.63,-1.2171
31.35,-110.62,-1.0702
32.27,-109.22,-1.034
32.33,-109.27,-1.0373
32.17,-109.08,-1.0325
31.68,-111.58,-1.0301
31.77,-110.85,-1.1074
32.32,-112.05,-0.9427
31.48,-111.55,-1.016
31.58,-111.6,-1.0206
33.5,-111.92,-0.987
34.87,-111.77,-1.0421
35.32,-112.88,-0.7679
35.13,-112.92,-0.8379
31.92,-111.88,-1.0132
34.27,-110,-1.7874
34.25,-110.03,-1.3615
33.8,-110.97,-1.4573
31.55,-110.28,-1.0385
32.38,-111.5,-1.091
34.33,-109.95,-1.7743
34.5,-110.08,-1.082
34.5,-110.33,-1.1409
34.13,-109.3,-0.5019
34.17,-112.73,-0.1956
31.4,-109.2,-0.9414
33.57,-111.53,-1.1365
33.87,-111.47,-1.3186
35.37,-111.55,-0.9242
36.2,-112.7,-1.06
33.3,-111.1,-1.2824
33.3,-111.07,-1.293
33.38,-111.43,-1.1332
34.35,-111.97,-1.4386
32.72,-113.92,-0.6247
32.62,-109.62,-1.1052
36.9,-109.1,-1.6587
33.43,-111.93,-0.9741
33.38,-111.93,-0.9691
33.38,-111.97,-0.963
33.45,-112.25,-0.9357
31.7,-110.05,-1.0239
33.48,-112.92,-0.8654
34.37,-111.1,-0.3518
34.38,-111.1,-1.1063
34.62,-112.75,-1.4041
34.7,-114.45,-0.8813
35.38,-113.67,-0.6428
36.13,-111.25,-1.3552
32.25,-111.2,-1.1414
32.28,-110.95,-1.1751
32.25,-110.83,-1.1784
32.23,-110.95,-1.1704
32.27,-111,-1.1694
32.13,-110.95,-1.16
31.57,-111.05,-1.0643
36.28,-113.07,-0.6961
34.77,-112.03,-0.9699
36.98,-111.48,-0.4928
34.58,-110.9,-0.6232
35.17,-111.52,-0.6262
34.93,-112.85,-0.7165
34.3,-112.55,-1.319
32.68,-114.13,-0.6288
33.83,-109.97,-0.9142
32.82,-109.52,-1.1404
33.98,-112.73,-1.1086
34.73,-113.62,-1.1253
32.25,-109.83,-1.0775
35.25,-112.18,-0.5383
35.87,-114.65,-0.987
32.73,-110.9,-1.2338
35.68,-109.05,-0.0054
32.87,-110.72,-1.2545
35.02,-110.73,-0.8769
33.78,-112.53,-1.0085
35.52,-111.37,-0.3704
31.45,-110.2,-1.0255
34.68,-112.17,-1.5194
34.45,-112.8,-1.3356
34.08,-110.93,-1.6053
33.6,-112.3,-0.9553
34.87,-114.15,-1.0376
32.62,-114.65,-0.6259
32.83,-114.4,-0.6254
32.62,-114.63,-0.6259
32.67,-114.6,-0.6251
32.75,-114.6,-0.6239
35.07,-94.2,0.1718
35.9,-91.08,-1.0237
34.8,-92.87,0.0756
34.78,-93.48,-0.2051
34.28,-93.42,-0.5961
34.03,-93.42,-0.6193
34.97,-92.98,0.6599
34.12,-93.05,-0.7611
33.62,-91.2,-0.3548
34.03,-91.35,-0.3706
33.67,-94.13,-0.0881
34.32,-93.97,-0.8389
35.28,-91.37,-1.1026
35.3,-91.57,-1.0368
35.77,-91.65,-0.4273
35.82,-91.78,-0.8775
35.75,-91.63,-0.6493
35.08,-90.72,0.0122
36.47,-93.77,-1.8644
35.45,-92.4,-0.2014
36.18,-90.63,-0.6263
35.43,-91.1,-0.5327
34.55,-92.62,-0.4437
36.37,-94.22,-1.7488
36.37,-93.57,-1.8981
34.48,-93.97,-0.9984
35.85,-90.13,-0.9879
34.3,-93.15,-0.5998
36.12,-91.1,-0.8171
34.57,-93.2,-0.4845
35.1,-93.65,0.5075
33.68,-93.15,-0.2586
35.93,-89.92,-0.7341
34.38,-93.38,-0.7109
35.15,-93.97,0.2996
35.12,-93.93,1.0397
35.1,-93.92,0.5194
33.87,-93.3,-0.7923
35.42,-91.47,-1.0712
34.88,-91.18,-0.3592
35.87,-93.5,-0.9805
35.82,-89.95,-0.4638
34.95,-92.08,-0.1763
36.13,-92.13,-0.5568
33.3,-92.48,0.0596
33.6,-92.82,0.3178
35.3,-94.3,-0.4334
34.78,-91.75,-0.7793
34.45,-93.02,-0.8218
34.68,-91.3,-0.3996
35.47,-93.47,0.2551
35.58,-92.47,-0.173
34.97,-93.9,0.8396
35.83,-93.83,-1.4619
36.08,-93.3,-1.4991
35.08,-92.47,-0.1686
36.43,-90.58,-0.4766
36.23,-92.52,-0.7155
34.43,-94.42,-0.1714
33.03,-91.93,-0.0166
34.7,-92.43,-1.0994
34.07,-91.58,-0.3889
34.23,-93.75,-0.7238
35.37,-92.42,-0.1021
35.05,-93.4,0.2723
35.22,-93.15,0.9641
35.83,-93.2,-0.6807
34.03,-94.35,-0.8782
33.52,-91.43,-0.0728
33.55,-91.38,-0.0942
34.97,-91.5,-0.448
35.72,-93.4,-0.4544
34.12,-94.03,-0.7777
33.88,-91.5,-0.4101
34.72,-94.32,-0.7984
33.22,-92.8,0.3062
34.53,-91.97,-0.3692
33.12,-91.27,0.1081
36.42,-93.78,-1.4719
36.08,-91.62,-0.6708
36.08,-94.17,-1.4107
36,-94.17,-1.5764
36.1,-94.17,-1.4404
33.7,-92.37,-0.3048
33.72,-94.4,-0.7479
34.77,-93.82,0.6021
35.02,-90.78,0.1334
35.33,-94.37,-1.2076
35.65,-94.15,-1.0199
33.62,-93.8,-0.3188
35.13,-91.45,-0.0898
35.98,-92.72,-0.7868
34.33,-93.55,-0.444
34.23,-94.33,-0.9329
34.88,-93.68,1.1724
36.43,-94.45,-1.3664
36.33,-93.43,-2.231
36.03,-92.2,-0.8862
35.23,-92.38,-0.1718
35.22,-94.25,0.654
35.52,-92,-0.6284
33.9,-93.15,-0.6242
33.23,-91.8,0.0278
36.23,-93.12,-1.2525
36.27,-93.15,-1.418
35.53,-92.02,-0.6735
35.47,-92.97,0.4282
34.55,-90.63,-0.1835
36.37,-92.23,-0.5636
34.03,-93.77,-0.6947
33.72,-93.55,0.026
33.93,-94.37,-0.9744
34.52,-93.05,-0.5455
36.08,-93.73,-1.3552
36.07,-93.75,-1.1861
33.03,-92.08,0.0248
33.58,-94.05,-0.8223
36.02,-93.18,-1.044
34.7,-93.07,-0.2244
35.83,-90.7,-0.9446
35.67,-90.08,-0.9905
33.83,-91.27,-0.4923
34.6,-92,0.217
35.82,-90.43,-0.3018
34.85,-92.47,-0.1899
34.32,-93.83,-0.7522
36.4,-92.9,-1.0192
35.7,-94.32,-0.431
34.17,-92.58,-0.845
34.73,-92.23,-0.0552
34.77,-92.32,0.2002
35.77,-93.08,-0.664
35.48,-93.25,0.135
35,-90.72,-0.0472
33.28,-93.23,-0.4331
34.37,-92.82,-0.5139
36.48,-91.53,-0.2576
34.73,-90.82,0.4329
35.53,-90.42,0.2631
35.9,-92.63,-0.8533
34.55,-90.92,0.1112
36.07,-91.9,-0.7449
34.57,-94.27,-0.6973
33.58,-91.83,-0.4235
33.32,-92.45,0.4205
35.13,-92.73,0.4645
34.55,-93.63,-0.5873
35.17,-93.68,0.6659
36.33,-92.5,-0.7274
36.33,-92.38,-0.6154
35.87,-92.13,-1.1535
35.63,-94.17,-0.7582
35.57,-94.02,0.3708
34.07,-93.7,-0.5718
34.15,-93.72,-0.5995
33.97,-93.85,-0.7725
34.12,-93.87,-0.6866
35.63,-94.38,-0.8948
34.23,-93.83,-0.819
34.15,-93.9,-0.8977
35.6,-91.28,-0.6458
34.95,-93.17,-0.0274
35.8,-94.4,-1.035
34.63,-93.8,-0.605
33.77,-93.92,-0.2704
35.72,-89.97,-1.5287
34.62,-92.82,-0.4983
35.48,-93.82,0.4045
35.63,-93.45,-0.0787
36.05,-90.47,-1.1876
36.03,-90.5,-0.4645
35.3,-93.72,0.8964
35.27,-90.58,-0.4259
34.8,-93.95,0.1185
35.05,-92.8,0.5093
35,-92.82,0.7581
34.22,-92.02,-0.8501
34.58,-93.9,-0.6047
34.17,-93.2,-0.6562
36.27,-90.97,-0.6598
33.23,-91.5,0.1498
33.8,-93.38,-0.4714
35.3,-93.88,0.5289
34.43,-92.9,-0.5691
33.95,-92.18,-1.1902
36.33,-94.12,-1.3024
33.8,-91.27,-0.2297
35.33,-92.07,-0.3757
35.3,-93.13,0.8844
34.38,-91.13,-0.386
36.45,-90.13,-1.4435
36.38,-91.83,-0.3999
35.25,-91.73,-0.8376
34.28,-92.4,-0.5775
34.45,-92.35,-0.4545
35.63,-92.28,-0.3526
36.18,-94.55,-0.7616
33.92,-92.8,-0.5541
33.1,-93.87,-0.2396
33.37,-93.5,-0.2383
33.95,-91.83,-0.5681
33.95,-91.78,-0.3631
34.88,-93.32,0.1699
34.7,-93.52,-0.7191
34.48,-91.53,0.6908
34.47,-91.42,0.1748
35.3,-93.65,0.859
35.07,-93.8,0.7448
33.1,-93.45,-0.2898
33.45,-94,0.0192
35.67,-93.08,-0.2618
36.4,-91.98,-0.6225
34.9,-94.1,-0.0706
35.85,-91.35,-1.1989
36.13,-90.93,-0.6623
33.6,-92.07,0.7538
34.65,-93.53,-0.2883
35.92,-94.18,-1.8892
35.13,-90.18,-0.265
35.68,-93.95,-1.0042
33.8,-94.08,-0.7856
35.57,-90.03,-1.0978
35.22,-90.77,-0.342
36.22,-92.68,-1.0762
34.5,-118.27,-0.1342
34.58,-117.42,-0.5459
41.2,-120.95,1.8062
33.42,-116.92,-0.7847
37.87,-122.03,1.0548
40.18,-123.6,2.2469
34.32,-118.55,0.8585
32.83,-116.78,-0.3014
34.18,-118.13,0.6026
41.5,-120.53,1.8331
37.6,-122.12,1.1993
33.28,-116.87,0.2896
35.98,-119.48,1.1559
38.58,-122.43,2.2346
35.72,-120.17,1.19
38,-121.78,1.2113
37.98,-121.73,1.1868
33.55,-116.67,-0.5157
34.52,-117.22,-0.4281
35.12,-120.57,1.207
36.23,-121.48,1.1871
34.22,-118.17,0.3899
36.48,-118.83,1.5355
33.9,-117.88,0.6721
37.08,-119.48,1.8595
38.88,-121.07,1.7485
33.35,-118.32,2.0498
34.13,-117.9,1.2403
34.95,-118.18,-0.2798
35.27,-116.07,-0.9469
35.38,-116.12,-0.9384
36.9,-119.1,1.7659
33.92,-116.88,0.1857
33.93,-117.85,0.5812
32.68,-116.67,-0.7352
34.9,-117.02,-1.1016
33.93,-116.98,0.0931
33.98,-116.97,0.523
40.35,-122.85,1.6143
34.08,-118.45,0.2858
37.08,-122.08,1.8296
37.08,-122.1,2.1073
34.17,-117.45,1.4689
38.25,-121.43,0.6017
37.85,-118.48,0.3277
37.87,-122.27,0.9104
38.55,-122.23,1.94
34.92,-120.35,0.5477
40.75,-123.25,2.3771
34.25,-116.92,0.7307
34.23,-116.97,0.5982
39.3,-120.52,2.2832
37.2,-119.25,1.917
34.17,-117.82,1.0004
34.38,-117.68,0.2863
36.25,-121.78,1.4697
34.3,-118.18,0.4061
37.25,-118.58,1.136
37.37,-118.42,1.0428
37.28,-122.15,1.7697
40.73,-121.25,1.8477
39.25,-120.7,2.1503
39.28,-120.7,2.245
33.62,-114.6,-0.6566
33.62,-114.72,-0.6499
39.38,-120.1,1.8522
38.22,-119.02,0.6141
32.67,-117.03,-0.6716
39.02,-123.37,2.2872
33.27,-116.42,-1.2145
33.22,-116.33,-1.1444
32.67,-116.33,-0.4162
32.67,-116.3,-0.3574
34.58,-118.37,0.3877
39.45,-120.65,2.5405
35.87,-120.8,0.9351
39.68,-123.67,1.8923
32.95,-115.55,-0.5611
33.92,-117.9,0.5896
33.88,-117.93,0.7637
38.27,-119.23,1.5
38.32,-119.22,0.7899
40.52,-123.82,2.2656
40.55,-123.82,1.5898
38.77,-122.15,2.0494
39.68,-121.33,2.1257
40.87,-121.85,2.3458
39.92,-121.33,2.2407
39.42,-121.15,2.1356
34.18,-118.3,0.1338
34.2,-118.37,-0.0418
37.58,-122.35,1.168
40.8,-123.47,2.6229
37.87,-122.08,1.2519
35.4,-119.47,0.9073
33.92,-116.78,-0.0377
32.67,-117.23,-0.5808
34.62,-119.97,0.5776
38.28,-120.32,2.1787
38.2,-120.37,1.8588
37.48,-121.82,1.7515
32.68,-115.47,-0.5642
35.9,-118.68,1.8514
38.58,-122.58,2.4555
41.3,-122.8,1.3758
34.23,-117.67,0.738
34.25,-118.1,0.5346
32.62,-116.47,-0.7916
38.25,-120.85,1.572
35.35,-120.68,0.5403
39.45,-121.05,1.9762
41.45,-120.87,1.4761
34.18,-118.57,-0.0203
35.32,-117.93,0.0539
40.17,-121.08,3.2205
40.08,-121.15,2.8885
36.48,-121.73,1.3164
37.63,-121.48,0.6939
37.4,-120.05,1.2113
38.53,-123.13,3.7001
41.1,-123.05,1.8772
41.53,-120.17,1.3547
39.78,-121.67,2.4281
39.48,-121.22,2.1721
34.27,-118.6,0.6729
34.25,-118.6,0.463
37.97,-119.92,1.8619
40.3,-121.22,3.0797
39.7,-121.82,2.6912
40.87,-123.58,2.6326
35.68,-117.68,-0.115
36.9,-121.6,1.3973
32.6,-117.1,-0.7045
38.7,-121.3,1.5322
34.12,-117.73,0.7184
34.1,-117.72,0.739
38.42,-121.53,1.1789
39.55,-122.4,2.5988
41.72,-123.45,2.4254
38.98,-122.72,2.0066
37,-119,1.4703
38.8,-123,2.6009
38.77,-122.98,2.4316
36.87,-119.72,1.5701
36.15,-120.35,1.0124
36.13,-120.35,0.7823
36.23,-120.57,1.0657
39.93,-121.72,2.1327
34.3,-118.12,0.2952
40.4,-122.13,2.4004
39.1,-120.95,1.8663
39.32,-121.18,2.0043
39.22,-122,2.9915
37.97,-121.98,0.8629
38.88,-121.02,1.723
41.98,-122.33,1.2106
36.1,-119.57,1.1193
39.87,-122.4,2.1788
33.87,-117.57,0.5678
39.78,-123.28,2.0697
34.08,-117.87,0.6047
36.53,-116.88,-0.278
33.43,-116.5,-0.7369
32.73,-115.97,-0.8048
41.78,-124.07,2.1838
38.05,-122.22,0.7344
34.32,-117.85,0.6562
34.33,-117.83,0.5284
